,electricity_consumption_statista_eia_Gigawatt/h,fred_natgas_price_MHHNGSP,italy_gdpcap_VALUE,milano_weather_Avg. Temp.,milano_weather_Avg. Wind,torino_weather_Avg. Temp.,torino_weather_Avg. Wind,italy_population_refinitiv_statista_Population,napoli_weather_Avg. Temp.,napoli_weather_Avg. Wind,brent_oil_price_LCOc1,energy_mix_eia_Fossil fuels (billion kWh),energy_mix_eia_Hydroelectricity (billion kWh),energy_mix_eia_Solar (billion kWh),energy_mix_eia_Wind (billion kWh),energy_mix_eia_Biomass and waste (billion kWh),roma_weather_Avg. Temp.,roma_weather_Avg. Wind,oal_close_price_refiniti_CO-FOBNWC-AU,italy_electricity_close_price_GMERTRB
2005-01-12,0.5378328924434936,0.6882189730413724,-0.8848809200514477,-1.0682385719833394,-0.717143799000075,-1.4582018748958536,-1.4571708774266638,-1.674809699580736,-1.3214005585349329,-1.280506828080884,-1.2270871353519812,1.433975431208378,-1.1352306433911366,-1.204950767595104,-1.4633172325526442,-1.352986932532722,-1.2252862713842656,-1.3266069895958466,-1.0581875091127817,1.5775516292781642
2005-01-13,0.5419728340305433,0.6873778358245509,-0.8879111548330438,-1.2455677467588115,-1.0473123438664174,-1.2440281340556412,-1.0585837887062999,-1.6749123191056212,-1.2906719955167827,-1.5209247386313345,-1.1666190583110971,1.4326013871857377,-1.1293747648698669,-1.2049643374556875,-1.4638981925057717,-1.3529927382057572,-1.2100602023391038,-1.135725870545874,-1.0576573060596763,1.351809454131122
2005-01-14,0.5460997874717971,0.6872443789144199,-0.8909281761949542,-1.4816260647317345,-1.0444112151645784,-1.6360379044856384,-1.0590497873035787,-1.675013982876839,-1.19979499406421,-0.5542416851249382,-1.1690956405924604,1.4312333443021275,-1.1235450817285324,-1.2049778420822392,-1.464476278959925,-1.3529981874299457,-1.55438450808567,-0.9444592527269321,-1.057170653844616,-0.35926615044494936
2005-01-15,0.5502137719500935,0.6877980329850714,-0.8939319955966727,-1.4810535033445043,-0.06024234197278846,-2.025993954311852,-1.0598447415138699,-1.6751146906264895,-1.4894042636400986,1.3733125890167548,-1.183170575030021,1.4298712934176283,-1.117741554528078,-1.2049912815830894,-1.4650514957274234,-1.3530032807799324,-1.600820797123785,0.20005406079380064,-1.0568706625099067,-0.8931879916098502
2005-01-16,0.5543148066482637,0.6890182287105988,-0.8969226244976829,-1.3751002408189945,-1.045540433295575,-1.8613577579481917,-1.4569275575381657,-1.67521444208669,-1.580028649258089,2.0901028809063242,-1.1855668951475666,1.4285152253923243,-1.1119641438294414,-1.205004656066569,-1.4656238466205864,-1.3530080188303606,-1.7108856824149172,0.9561769206905242,-1.056900442097856,0.5768318874054131
2005-01-17,0.5584029107492016,0.6908843967650982,-0.8999000743574633,-1.5527703069152552,0.6007820304608952,-1.81184255675485,-1.0598811510327726,-1.675313236989453,-1.550017212059981,0.15981036037035548,-1.1737512630257898,1.4271651310863054,-1.106212810193563,-1.2050179656410083,-1.4661933354517331,-1.3530124021558743,-1.945290077340218,-0.7570964514448705,-1.0574031026507706,0.7946013126379597
2005-01-18,0.5624781034357592,0.693375967822665,-0.9028643566354976,-1.6819962096911065,-0.06287674511163462,-1.9116145876938713,-1.4543966063854343,-1.675411075066871,-1.6710520359037924,-1.0403728428813634,-1.1595827116607333,1.425821001359658,-1.1004875141813826,-1.2050312104147374,-1.4667599660331823,-1.3530164313311173,-1.7716144368243283,0.39295675000088776,-1.0585217542109582,0.9252055813458993
2005-01-19,0.5665404038907611,0.6964723725573922,-0.9058154827912744,-1.5876421948499746,-1.0490128251160242,-1.4705757354133333,0.13440760144881111,-1.675507956051037,-1.2594861355981457,-0.31099197426183806,-1.186559094724081,1.424482827072462,-1.0947882163538394,-1.2050443904960872,-1.4673237421772534,-1.3530201069307337,-1.240157599068047,1.9106349408559917,-1.0603995068207255,1.0712585895562405
2005-01-20,0.5705898312970733,0.7001530416433726,-0.9087534642842813,-1.4079669776387644,-0.7082774871000637,-1.3167459699708404,0.1518883558524143,-1.6756038796740358,-1.1845363138978229,1.1248723343084275,-1.2017879313912634,1.4231505990848043,-1.0891148772718764,-1.2050575059933881,-1.4678846676962658,-1.3530234295293677,-1.2411501529907494,0.7634362166925442,-1.0631794705223794,0.7924612081712917
2005-01-21,0.574626404837548,0.704397405754702,-0.9116783125739967,-0.40578679509207183,2.5713026861476864,0.005867986809067866,7.305532889281948,-1.675698845667928,-1.183882519729865,-1.7670837753124629,-1.1459681764916527,1.4218243082567705,-1.0834674574964325,-1.2050705570149702,-1.4684427464025385,-1.3530263997016627,-1.1938535309519356,-0.18554318873514103,-1.0670047553582278,-0.6951083338885986
2005-01-22,0.5786501436950581,0.7091848955654776,-0.9145900391199043,-1.0470986180100745,-0.7248993201609808,-0.7305527128529908,0.9143117104869467,-1.6757928537647742,-1.047661663679535,-1.0361422092351507,-1.1288101774646406,1.4205039454484498,-1.077845917588446,-1.2050835436691647,-1.4689979821083905,-1.3530290180222626,-1.2258571380819856,-0.1823678415658866,-1.0720184713705774,-1.3467706805709245
2005-01-23,0.5826610670524488,0.7144949417497903,-0.9174886553814866,-1.4464001708190912,-0.3875569440643138,-1.3713808917669463,0.5348232125081865,-1.6758859036966434,-1.306558390497777,-1.0400722119749637,-1.1421273467786952,1.419189501519925,-1.0722502181088558,-1.2050964660643013,-1.4695503786261412,-1.3530312850658115,-1.4451102940089449,0.19538798886512235,-1.0783637286017345,0.2365561106349021
2005-01-24,0.5866591940925447,0.7203069749817349,-0.9203741728182384,-1.469113700201199,-0.7129896046055241,-1.6356894356204068,-0.26050431124359663,-1.675977995195668,-1.2914503933836416,-1.0403615225518363,-1.1349297870040627,1.4178809673312744,-1.0666803196186092,-1.2051093243087108,-1.47009993976811,-1.353033201406954,-1.6329933757227622,-0.5652958180110425,-1.0861836370876323,0.3134355490987729
2005-01-25,0.5906445439982326,0.7266004259354064,-0.9232466028896359,-1.3394912251626037,1.5887947046252089,-1.8246320373808897,1.3297518779548219,-1.6760691279938849,-1.688423180226886,-1.034836909088964,-1.0974663478897493,1.4165783337425892,-1.0611361826786394,-1.2051221185107237,-1.4706466693466158,-1.353034767620333,-1.867224402238288,0.9706706046397872,-1.0954950673708992,0.5468289315188611
2005-01-26,0.5946171359523439,0.7333547252848998,-0.9261059570551663,-1.4465475857968417,0.2612613791650523,-1.8741086355241376,-0.6658444916850282,-1.6761593018233787,-1.9611568712316096,0.6491626213798444,-1.1153276467039974,1.415281591613956,-1.0556177678498906,-1.2051348487786704,-1.471190571173978,-1.3530359842805928,-1.8826872245198547,3.4310735345272745,-1.1058155208723444,0.5272282891801217
2005-01-27,0.5985769891377445,0.7405493037043087,-0.9289522467743135,-1.588162147972951,-0.7164934085781343,-1.7611541666975357,-0.261251136334919,-1.6762485164162344,-2.0222714830715844,-0.32273717062043283,-1.1181939058495227,1.4139907318054563,-1.050125035693301,-1.2051475152208815,-1.4717316490625154,-1.3530368519623777,-2.0236960532644592,0.18347514253093486,-1.116539038515258,0.4697283122982169
2005-01-28,0.6025241227373213,0.7481635918677275,-0.9317854835065471,-1.706130533910781,-0.05872030514681329,-1.976492576184801,-0.6611966471643878,-1.6763367715044484,-2.2198506218311835,-1.0393847533181342,-1.177168429631024,1.4127057451771852,-1.0446579467698058,-1.2051601179456874,-1.4722699068245475,-1.3530373712403299,-2.054610550245259,-0.559486736529488,-1.1270596612229313,-0.7016047957216828
2005-01-29,0.6064585559338571,0.7561770204492506,-0.9346056787113799,-1.7767996251479468,-0.7218145570653682,-2.1268487522203547,-0.26263343445818976,-1.6764240668202417,-2.1122256793000367,-0.3104397676685441,-1.1831546234295096,1.411426622589211,-1.0392164616403565,-1.2051726570614185,-1.4728053482723937,-1.353037542689096,-2.038261639075284,1.5399761416166773,-1.1367714299186567,-1.137723872762959
2005-01-30,0.6103803079102528,0.764569020122974,-0.937412843848274,-1.8120802116523005,-1.3764897994962713,-2.062998125748686,-1.0643908489856733,-1.6765104020955708,-1.9907265009734967,0.8886602646474565,-1.1496594572111503,1.4101533549016305,-1.0338005408658844,-1.2051851326764054,-1.4733379772183726,-1.353037366883318,-1.866612454993523,2.4754520054412863,-1.1450683855257238,0.20153800976290376
2005-01-31,0.6142893978493466,0.7733190215629907,-0.9402069903767242,-1.608189601375232,-0.37377335264970696,-1.7836902296877069,-1.4528357720264664,-1.6765957770625846,-1.9148839498420538,-0.3279120245799659,-1.1387169810963116,1.4088859329745265,-1.028410145007333,-1.2051975448989782,-1.4738677974748038,-1.3530368443976404,-2.008556296398315,-0.0023866916858984876,-1.151344568989038,0.309508406368323
2005-02-01,0.6181858449340113,0.782406455443393,-0.9429881297562094,-0.9252858584611585,2.5725425604954757,-1.2811011172712903,0.14101884505555318,-1.6766801914533036,-1.8842723708488003,-1.0236298795081757,-1.1823416709516463,1.407624347667987,-1.023045234625639,-1.2052098938374678,-1.4743948128540063,-1.3530359758067072,-2.0218106301570224,0.2048881393469596,-1.1551815423667433,0.36268183342813237
2005-02-02,0.6220696683470578,0.7918107524382779,-0.9457562734462168,-1.1868057985156417,-0.07283518534857067,-1.3821250128270965,0.1333225864703755,-1.6767636449998449,-1.7930151427483607,2.8108078107335657,-1.2142170454557577,1.4063685898420921,-1.0177057702817478,-1.2052221796002045,-1.4749190271682997,-1.3530347616851623,-1.6787425868673032,1.3357726991203587,-1.1569000282091413,0.3665850432755431
2005-02-03,0.6259408872713865,0.801511343221741,-0.9485114329062276,-0.9842976308599701,-0.38184554530286074,-1.054305141627293,0.13929285291220833,-1.6768461374342607,-1.7623444042641292,-1.040696021531692,-1.2204439621064311,1.4051186503569282,-1.0123917125365964,-1.2052344022955186,-1.4754404442300026,-1.3530332026076495,-1.8352907141704187,-0.1852845825327297,-1.1570028478567096,0.18239895014806093
2005-02-04,0.6297995208898289,0.8114876584678746,-0.951253619595733,-1.0454629807540774,0.9307720980798843,-1.3471574686827659,0.5277732398297544,-1.6769276684886363,-1.7336799487037071,2.824837778876718,-1.2188874924001585,1.4038745200725795,-1.0071030219511257,-1.205246562031741,-1.4759590678514347,-1.3530312991488131,-1.6165763646002091,1.154467454365861,-1.1559928226499254,-0.8339491200757648
2005-02-05,0.6336455883852304,0.8217191288507731,-0.9539828449742128,-1.2822206319945861,0.25915084641964553,-1.584740861528294,-1.4638456877239578,-1.677008237895064,-2.0987484245506622,0.3898717453973254,-1.2288757173405367,1.4026361898491355,-1.0018396590862744,-1.2052586589172016,-1.4764749018449148,-1.3530290518832964,-1.930814660798363,0.7618026981388032,-1.154372773929267,-1.3232106753839925
2005-02-06,0.6374791089404845,0.8321851850445311,-0.9566991205011433,-1.5651989216089701,-1.3775963758995529,-1.597952673902858,-1.0537442686911462,-1.6770878453855727,-1.9747542451894389,-0.3168340866667455,-1.2443041481616277,1.4014036505466818,-0.9966015845029822,-1.2052706930602315,-1.4769879500227623,-1.3530264613857435,-1.9128877787024379,-0.1885480077631591,-1.1526455230352122,-0.12154224130204733
2005-02-07,0.6413001017383813,0.8428652577232434,-0.9594024576360254,-1.5864553854794965,-0.7147386407427435,-1.7988423899003685,-0.6614228338275888,-1.677166490692295,-1.8226565982024856,-0.5579617858435448,-1.2524777319030655,1.4001768930252954,-0.9913887587621956,-1.2052826645691608,-1.4774982161972965,-1.3530235282307987,-1.7878975538488457,-0.5640603463630713,-1.1513138912833674,0.3007378830699393
2005-02-08,0.645108585961828,0.8537387775610047,-0.9620928678383279,-1.3508891337827857,-1.0488038840382223,-1.6088979413894187,-1.0624891766780553,-1.6772441735472676,-1.6559717237132738,0.1754336305611221,-1.2513243382578367,1.3989559081450713,-0.9862011424248461,-1.20529457355232,-1.4780057041808363,-1.3530202529931052,-1.6942213235492467,-0.18242954426833494,-1.150767501795055,0.33883495362536803
2005-02-09,0.6489045807936494,0.8647851752319086,-0.9647703625675457,-1.4225284443890467,-1.0453240370360901,-1.609281305075863,-1.4580576246671022,-1.6773208936825996,-1.7019849687715938,1.6095238919461043,-1.2487028092309085,1.3977406867660882,-0.9810386960518794,-1.2053064201180392,-1.478510417785701,-1.353016636247308,-1.6795990632509885,-0.18425796754243481,-1.1509513563871119,0.35508863639438326
2005-02-10,0.6526881054167253,0.87598388141005,-0.9674349532831585,-1.2666129063348457,-1.047926170193105,-1.3549520838688356,-1.05237188516465,-1.6773966508303193,-1.656394222722135,-0.08880387015481535,-1.1952827421198804,1.396531219748434,-0.9759013802042311,-1.2053182043746495,-1.4790123608242098,-1.3530126785680499,-1.8046286554555566,-0.3790825144728943,-1.1517013076835794,0.31580034139260726
2005-02-11,0.6564591790138732,0.8873143267695238,-0.970086651444649,-0.9367602288129446,-1.3765523495036271,-1.0672949225919024,-0.6715126932497965,-1.6774714447225516,-1.6703325788818353,-1.2849376421891865,-1.1828665460798238,1.3953274979521944,-0.970789155442846,-1.2053299264304813,-1.479511537108682,-1.3530083805299755,-1.628823855497699,-0.7475856199520925,-1.1528532083084972,-1.0494895813500031
2005-02-12,0.6602178207679799,0.8987559419844224,-0.9727254685115069,-0.806300268111123,-1.039366823369369,-1.1163061429999266,-1.0225466512543042,-1.6775452750913493,-1.210197022672829,-1.0266928792357917,-1.1712389141936577,1.3941295122374517,-0.9657019823286611,-1.2053415863938646,-1.4800079504514365,-1.3530037427077284,-0.9708052447448527,1.1541312037871192,-1.1542429108859058,-1.2785118884227482
2005-02-13,0.6639640498618699,0.9102881577288428,-0.9753514159432145,-0.4646789932765389,1.6211763374327353,-0.6877451134706789,6.522284048440095,-1.677618141668813,-0.805360623879337,1.3787063376655513,-1.1560011775373926,1.39293725346429,-0.9606398214226212,-1.2053531843731302,-1.480501604664793,-1.352998765675953,-0.7262269641969923,0.3808481457013697,-1.1557062680398467,0.17947987658134873
2005-02-14,0.6676978854784231,0.9218904046768773,-0.9779645051992506,-0.6212941397632004,6.193257535737133,-0.9193220614398552,1.6877428392882918,-1.6776900441869713,-1.4776269557759536,0.6316055148314569,-1.1541086493295203,1.3917507124928032,-0.9556026332856605,-1.2053647204766087,-1.4809925035610703,-1.3529934500092928,-1.245086125562814,1.1690714484675926,-1.157079132401771,0.3482748493903265
2005-02-15,0.6714193468004848,0.9335421135026222,-0.9805647477391038,-0.9411841922051759,2.2064965892997233,-1.2963927279198084,-0.2615493229139027,-1.6777609823779172,-1.6725258776179728,-0.7945785838904691,-1.1594259944399659,1.3905698801830713,-0.9505903784787199,-1.2053761948126305,-1.4814806509525875,-1.3529877962823913,-1.64992926336,3.6195387972616544,-1.1582172231004577,0.35201718205245036
2005-02-16,0.6751284530109001,0.94522271488017,-0.9831521550222591,-1.3532299655123827,-0.7280938378583482,-1.4335402797341033,0.13804473174172566,-1.6778309559737512,-1.8855382950107178,0.6468915721972965,-1.1294635878544108,1.3893947473951753,-0.9456030175627425,-1.2053876074895253,-1.4819660506516639,-1.3529818050698932,-1.7718183892157706,0.5601021899324828,-1.159054015342897,0.3769129596483103
2005-02-17,0.6788252232925281,0.956911639483616,-0.9857267385082024,-1.3623982367441003,-1.3771760622307143,-1.4455905812635876,0.13373520121785004,-1.6778999647065422,-1.8068219988478798,-0.803703470694346,-1.1425695871276813,1.388225304989206,-0.9406405110986675,-1.2053989586156248,-1.482448706470619,-1.3529754769464424,-1.5058408269788666,0.3881489596299937,-1.1595420050368959,0.37939911713584024
2005-02-18,0.6825096768282143,0.9685883179870555,-0.9882885096564175,-1.3045423222622277,-1.371891251783809,-1.4463086465527684,-0.26704190708315323,-1.677968008308375,-1.6411633748502124,-0.31838034736367365,-1.1218834842705132,1.3870615438252436,-0.9357028196474368,-1.2054102482992588,-1.4829286222217717,-1.3529688124866823,-1.6185187469041418,-0.18814654657577112,-1.1596336880902627,-0.8801480279489492
2005-02-19,0.6861818328008176,0.9802321810645815,-0.9908374799263829,-1.4110289461493672,-0.7131662071630255,-1.5599283133332278,-0.6601835119757142,-1.6780350865112938,-1.8254479390291278,-1.5271337414748702,-1.1268458910740353,1.3859034547633802,-0.9307899037699865,-1.2054214766487577,-1.4834058017174412,-1.3529618122652574,-1.7561478572885336,0.01293062356240388,-1.159281560410805,-1.5314423429157868
2005-02-20,0.6898417103932317,0.9918226593902888,-0.9933736607775837,-1.4225110719422664,-0.38489965288360334,-1.5586594316483777,-0.2605953492990936,-1.678101199047352,-1.8210806591833542,-0.784206001076213,-1.1388135554947836,1.3847510286636986,-0.9259017240272553,-1.205432643772452,-1.4838802487699465,-1.3529544768568105,-1.4424794396777314,1.15934852050168,-1.1584381179063306,0.16795786869059612
2005-02-21,0.6934893287882258,1.0033391836382726,-0.9958970636695123,-1.5058054488591068,-0.06184997365311469,-1.612640243770255,-0.2616008895684445,-1.678166345648714,-1.5205139287545741,0.15534867906053873,-1.1059842554944537,1.3836042563862785,-0.9210382409801905,-1.2054437497786727,-1.4843519671916074,-1.3529468068359871,-1.381255227322972,1.9081943106322004,-1.1570558565013163,0.3985907193268054
2005-02-22,0.6971247071687282,1.0147611844826254,-0.998407700061647,-1.5033004078325454,-0.7203354588159189,-1.9876540077905795,-0.2688982474420403,-1.6782305260474002,-1.9464545838927214,-1.5159750047589822,-1.0315959286309875,1.3824631287912095,-0.9161994151897274,-1.2054547947757495,-1.4848209607947422,-1.3529388027774298,-1.2880527692085442,1.5367044930264062,-1.1551157897845028,0.4089542464674232
2005-02-23,0.7007478647175563,1.026068092597444,-1.0009055814134742,-1.2925377927474186,-0.3825207880770398,-1.607763226688242,-1.0556830748124593,-1.678293739975488,-1.6389574870915196,0.6490237294358797,-1.0361414700701834,1.381327636738577,-0.9113852072168074,-1.2054657788720133,-1.4852872333916713,-1.3529304652557836,-1.462175501995138,2.6651895539769996,-1.15271015300295,0.4089345753713014
2005-02-24,0.7043588206175903,1.0372393386568204,-1.00339071918447,-1.4575498447442352,-0.06307484682444144,-1.6725461853866832,0.13939828583752245,-1.6783559871650375,-1.6092284719227414,-1.536846101169276,-0.9991804693186873,1.380197771088471,-0.9065955776223678,-1.2054767021757946,-1.4857507887947123,-1.352921794845691,-1.5842150659311318,-0.015488182460047125,-1.149958292269909,0.41056043268876874
2005-02-25,0.7079575940516336,1.048254353334851,-1.0058631248341332,-1.2442079373956993,-1.0563481819580092,-1.4698711650352594,-0.6694309096034775,-1.6784172673481659,-1.3203164791490518,-1.270963464687382,-0.99274235204605,1.3790735227009665,-0.9018304869673531,-1.2054875647954237,-1.486211630816186,-1.3529127921217974,-1.3812684871513363,-0.7524505591535499,-1.14697955369863,-0.8852447185018965
2005-02-26,0.7115442042025801,1.0590925673056295,-1.0083228098219397,-1.3767463324588354,-1.367275537406084,-1.5219537245482673,-0.6518017954462486,-1.6784775802569498,-1.4911889478916405,-0.8002521928913211,-0.9876130137697617,1.3779548824361505,-0.8970898958127039,-1.2054983668392312,-1.4866697632684105,-1.3529034576587462,-1.636679322064225,-0.3734675458508348,-1.143893283402364,-1.3152970159608937
2005-02-27,0.715118670253275,1.06973341124325,-1.0107697856073745,-1.494156123291005,0.9616791451776405,-1.599597458490882,0.9496519621019776,-1.6785369256234257,-1.7354507592280277,-0.7877631562424205,-0.9778171957019728,1.3768418411541141,-0.8923737647193561,-1.2055091084155474,-1.4871251899637055,-1.3528937920311814,-2.1038646840064468,-0.3706366121710732,-1.1408188274943623,0.4180610099362583
2005-02-28,0.7186810113865912,1.080156315821807,-1.0132040636499173,-1.6485737418117543,3.5528610259757714,-1.9906826833092832,1.7162889983905618,-1.6785953031796785,-2.1474150570243755,1.3904095514223045,-0.9749837937037203,1.3757343897149443,-0.8876820542482495,-1.2055197896327028,-1.48757791471439,-1.3528837958137458,-2.148668388018716,0.5887248959404866,-1.1378755320562317,0.41169132085813
2005-03-01,0.7222312467853464,1.0903407117153956,-1.0156256554090621,-1.8125106421503665,0.236983528415013,-2.076606933187741,-0.6768253860282655,-1.678652712657801,-2.4024122864773356,1.8318997686509744,-0.972727490658123,1.3746325189787179,-0.8830147249603282,-1.205530410599028,-1.488027941332783,-1.3528734695810851,-2.2911562822601392,0.9477963614234093,-1.1351460771963202,0.37687124812673933
2005-03-02,0.7257693956324065,1.1002660295981097,-1.0180345723442874,-1.7641464721905502,-1.0451397743036754,-2.1395504717399882,-0.6538181541955929,-1.6787091537898857,-2.1697275795760382,-0.8073649275829724,-0.9286195890130801,1.3735362198055217,-0.8783717374165312,-1.2055409714228535,-1.4884752736312044,-1.3528628139078422,-2.3334900500756413,-0.1759342752571221,-1.132570647536002,0.41478801974420565
2005-03-03,0.7292954771106376,1.1099117001440435,-1.0204308259150792,-1.7044306292587756,-0.3791912717138872,-1.9838348053843606,-0.26251910509932586,-1.6787646263079776,-1.58742666616964,0.4190052385462934,-0.9001379163376986,1.3724454830554467,-0.8737530521777978,-1.2055514722125096,-1.4889199154219726,-1.3528518293686613,-1.7819400964071561,1.525598569977857,-1.1300548164737207,0.3998421011554721
2005-03-04,0.732809510402864,1.1192571540272913,-1.0228144275809223,-1.5392441716402172,-0.06813243811730663,-1.5578477002459543,-0.6687955255852407,-1.6788191299441773,-0.9549961929260076,0.8952251211709572,-0.9062660381018354,1.3713602995885696,-0.8691586298050693,-1.2055619130763269,-1.4893618705174072,-1.3528405165381865,-1.3336621136804028,-0.7665481122672266,-1.1275041574079216,-0.8246035440910047
2005-03-05,0.7363115146919866,1.1282818219219477,-1.0251853888012932,-1.4680465589837928,-1.381355999240071,-1.6079250335332917,-1.0518894001353294,-1.6788726644305052,-1.3410421913588206,1.8523529669065733,-0.9133109540866841,1.3702806602649877,-0.8645884308592828,-1.2055722941226354,-1.489801142729827,-1.3528288759910607,-1.4938928681286696,0.20600350516903992,-1.1248242437370493,-1.2828777896901011
2005-03-06,0.7398015091608228,1.1369651345021072,-1.0275437210356866,-1.2671837887904749,-0.7041328520298692,-1.2554117878926887,0.14046975975369635,-1.6789252294990944,-1.6143101964466766,1.1231431692816047,-0.9102731181556621,1.3692065559447764,-0.8600424159013803,-1.2055826154597664,-1.4902377358715517,-1.352816908301929,-1.696915391707867,0.004281625556859084,-1.1219206488595466,0.2967870573506641
2005-03-07,0.7432795129922317,1.1452865224418647,-1.0298894357435848,-1.209218903890128,0.2751266885121894,-1.4082320781339916,-0.2645501808242452,-1.6789768248820218,-2.0241806783355716,1.1261244222348055,-0.8944366961025753,1.368137977488022,-0.8555205454923029,-1.2055928771960498,-1.4906716537549003,-1.3528046140454348,-1.8995583873258068,0.39233856534364236,-1.1186989462196606,0.4291964228190596
2005-03-08,0.7467455453690724,1.153225416415314,-1.032222544384468,-1.028324406848802,0.6044850975879468,-1.0740749019633855,0.1387146888141101,-1.6790274503113476,-1.9421866430533472,0.3972404459001795,-0.8646472130739771,1.3670749157548119,-0.8510227801929915,-1.2056030794398163,-1.491102900192192,-1.3527919937962223,-1.8963936704890896,0.38053964828613174,-1.1151023357456868,0.4224667116563549
